"","MS_SubClass","MS_Zoning","Lot_Frontage","Lot_Area","Street","Alley","Lot_Shape","Land_Contour","Utilities","Lot_Config","Land_Slope","Neighborhood","Condition_1","Condition_2","Bldg_Type","House_Style","Overall_Cond","Year_Built","Year_Remod_Add","Roof_Style","Roof_Matl","Exterior_1st","Exterior_2nd","Mas_Vnr_Type","Mas_Vnr_Area","Exter_Cond","Foundation","Bsmt_Cond","Bsmt_Exposure","BsmtFin_Type_1","BsmtFin_SF_1","BsmtFin_Type_2","BsmtFin_SF_2","Bsmt_Unf_SF","Total_Bsmt_SF","Heating","Heating_QC","Central_Air","Electrical","First_Flr_SF","Second_Flr_SF","Gr_Liv_Area","Bsmt_Full_Bath","Bsmt_Half_Bath","Full_Bath","Half_Bath","Bedroom_AbvGr","Kitchen_AbvGr","TotRms_AbvGrd","Functional","Fireplaces","Garage_Type","Garage_Finish","Garage_Cars","Garage_Area","Garage_Cond","Paved_Drive","Wood_Deck_SF","Open_Porch_SF","Enclosed_Porch","Three_season_porch","Screen_Porch","Pool_Area","Pool_QC","Fence","Misc_Feature","Misc_Val","Mo_Sold","Year_Sold","Sale_Type","Sale_Condition","Sale_Price","Longitude","Latitude","Log_Sale_Price","dist_HS","dist_MS","dist_PreSch","dist_ES_Sawyer","dist_ES_Mitchell","dist_ES_Meeker","dist_ES_Fellows","dist_ES_Edwards"
"164","One_and_Half_Story_Finished_All_Ages","Residential_Low_Density",71,8520,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Corner","Gtl","North_Ames","Artery","Norm","OneFam","One_and_Half_Fin","Below_Average",1952,1952,"Gable","CompShg","BrkFace","Wd Sdng","None",0,"Fair","CBlock","Typical","No","Rec",6,"Unf",0,403,910,"GasA","Fair","Y","SBrkr",910,475,1385,0,0,2,0,4,1,6,"Typ",0,"Detchd","Unf",2,720,"Typical","Paved",0,0,0,0,0,0,"No_Pool","Minimum_Privacy","None",0,6,2010,"WD ","Normal",166000,-93.609218,42.0347571,5.22010808804005,2257.01949852273,5658.43938001816,1891.92382021334,5610.60421300304,4993.92425293227,818.089909584251,1795.91149680661,6655.95849032984
"165","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",60,7200,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Corner","Gtl","North_Ames","Norm","Norm","OneFam","One_Story","Good",1951,2000,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Typical","CBlock","Typical","Mn","BLQ",2,"Rec",486,180,900,"GasA","Typical","Y","SBrkr",900,0,900,0,1,1,0,3,1,5,"Typ",0,"Detchd","Unf",2,576,"Typical","Paved",222,32,0,0,0,0,"No_Pool","No_Fence","None",0,5,2010,"WD ","Normal",134800,-93.607801,42.034848,5.1296898921993,2367.72944682323,5769.18867570684,1933.91770607742,5727.92072737754,4989.48472771712,875.049038218087,1893.59925414942,6770.18558258684
"166","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",87,10000,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Corner","Gtl","North_Ames","Norm","Norm","OneFam","One_Story","Above_Average",1962,1962,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",261,"Typical","CBlock","Typical","No","Unf",7,"Unf",0,1116,1116,"GasA","Typical","Y","SBrkr",1116,0,1116,0,0,1,1,3,1,5,"Typ",0,"Attchd","Unf",2,440,"Typical","Paved",0,0,0,0,385,0,"No_Pool","No_Fence","None",0,2,2010,"WD ","Normal",160000,-93.605943,42.034748,5.20411998265593,2519.49474929606,5904.96838945475,2018.975804223,5881.33431423568,4963.54397823263,983.854740383762,2035.53036352646,6912.52681832987
"167","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",81,7635,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Corner","Gtl","North_Ames","Norm","Norm","OneFam","One_Story","Above_Average",1960,1960,"Gable","CompShg","BrkFace","Wd Sdng","None",0,"Typical","CBlock","Typical","No","Rec",6,"LwQ",350,237,1175,"GasA","Excellent","Y","SBrkr",1175,0,1175,0,0,1,1,3,1,6,"Typ",0,"Detchd","RFn",2,484,"Typical","Paved",0,0,0,0,0,0,"No_Pool","No_Fence","None",0,6,2010,"WD ","Normal",148000,-93.606742,42.034851,5.17026171539496,2452.59788649722,5849.18460310769,1975.57758874273,5815.47211273575,4980.77992834557,930.507294952241,1971.26443919423,6853.35114409443
"168","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",80,9760,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Mod","North_Ames","Norm","Norm","OneFam","One_Story","Good",1963,1984,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",218,"Typical","CBlock","Typical","Gd","BLQ",2,"LwQ",263,415,1395,"GasA","Typical","Y","SBrkr",1395,0,1395,1,0,1,0,2,1,7,"Min1",1,"Attchd","RFn",2,440,"Typical","Paved",657,0,113,0,240,0,"No_Pool","No_Fence","None",0,5,2010,"WD ","Normal",192000,-93.604835,42.036873,5.28330122870355,2564.97464830141,6086.49886528457,1874.95101134086,5981.23832638467,5193.02164170114,907.328776056863,2029.33010279808,7075.71769100992
"169","Two_Story_1946_and_Newer","Residential_Low_Density",70,7700,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","North_Ames","PosN","Norm","OneFam","Two_Story","Average",1966,1966,"Gable","CompShg","MetalSd","MetalSd","BrkFace",351,"Typical","CBlock","Typical","No","Unf",7,"Unf",0,756,756,"GasA","Typical","Y","SBrkr",1051,788,1839,0,0,1,1,4,1,7,"Typ",1,"Attchd","Unf",2,442,"Typical","Paved",0,124,216,0,0,0,"No_Pool","No_Fence","None",0,6,2010,"WD ","Normal",155000,-93.603705,42.037093,5.19033169817029,2654.31906094555,6181.43663482465,1914.26734131814,6075.89828079247,5212.69926056373,976.990791909774,2110.38124758388,7171.94243709503
"170","One_and_Half_Story_Finished_All_Ages","Residential_Medium_Density",60,4800,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Corner","Gtl","Old_Town","Norm","Norm","OneFam","One_and_Half_Fin","Average",1900,1954,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",771,"Typical","PConc","Typical","No","ALQ",1,"Unf",0,661,709,"GasA","Typical","Y","SBrkr",1157,687,1844,1,0,1,0,3,1,9,"Min2",2,"Basment","Unf",1,240,"Typical","Paved",84,0,0,0,0,0,"No_Pool","No_Fence","None",0,1,2010,"COD","Abnorml",80400,-93.617014,42.033313,4.90525604874845,1708.62533272684,5007.37614799706,1890.87178539869,4965.70160690538,4965.98361162583,896.881445890301,1395.6864104157,5994.21448738855
"171","One_and_Half_Story_Finished_All_Ages","Residential_Medium_Density",55,8800,"Pave","Gravel","Regular","Lvl","AllPub","Corner","Gtl","Old_Town","Norm","Norm","OneFam","One_and_Half_Fin","Good",1910,2004,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Typical","BrkTil","Fair","No","Unf",7,"Unf",0,576,576,"GasA","Good","Y","SBrkr",792,348,1140,0,0,1,0,3,1,7,"Min2",0,"No_Garage","No_Garage",0,0,"No_Garage","Dirt_Gravel",0,160,0,0,0,0,"No_Pool","No_Fence","None",0,6,2010,"WD ","Normal",96500,-93.617135,42.032134,4.98452731334379,1761.86905793866,4941.73252024891,2021.19644960067,4959.21992699749,4842.3292367927,1026.5601243573,1491.42005993406,5942.5314552451
"172","One_Story_1945_and_Older","Residential_Medium_Density",56,4485,"Pave","Gravel","Regular","Lvl","AllPub","Inside","Gtl","Old_Town","Artery","Norm","OneFam","One_Story","Good",1920,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Typical","PConc","Typical","No","BLQ",2,"Unf",0,357,936,"GasA","Typical","Y","SBrkr",936,0,936,1,0,1,0,2,1,5,"Typ",1,"No_Garage","No_Garage",0,0,"No_Garage","Partial_Pavement",51,0,135,0,0,0,"No_Pool","Minimum_Privacy","None",0,5,2010,"WD ","Normal",109500,-93.62024,42.031363,5.03941411917614,1596.11779874956,4672.82031711094,2107.73651843535,4707.10461583196,4837.92360848382,1192.531103188,1427.69511570565,5671.83173769036
"173","One_Story_1945_and_Older","Residential_Medium_Density",56,8960,"Pave","Gravel","Regular","Lvl","AllPub","Inside","Gtl","Old_Town","Artery","Norm","OneFam","One_Story","Above_Average",1927,1950,"Gable","CompShg","WdShing","Wd Shng","None",0,"Typical","CBlock","Typical","No","Unf",7,"Unf",0,1008,1008,"GasA","Good","Y","FuseA",1028,0,1028,0,0,1,0,2,1,5,"Typ",1,"Detchd","Unf",2,360,"Typical","Paved",0,0,130,0,0,0,"No_Pool","No_Fence","None",0,3,2010,"WD ","Normal",115000,-93.620241,42.031381,5.06069784035361,1594.83293426465,4673.6012541067,2105.74222850932,4706.90147634649,4839.84357712407,1190.74505132351,1425.87060955419,5672.37819488088
"174","One_Story_1946_and_Newer_All_Styles","Residential_Medium_Density",69,5805,"Pave","Gravel","Regular","Bnk","AllPub","Inside","Mod","Old_Town","Norm","Norm","OneFam","One_Story","Good",1957,1957,"Hip","CompShg","MetalSd","MetalSd","None",0,"Typical","CBlock","Typical","Mn","BLQ",2,"Rec",1073,0,1347,"GasA","Good","Y","SBrkr",1347,0,1347,1,1,1,0,3,1,6,"Typ",0,"Detchd","Unf",2,551,"Typical","Paved",0,0,0,0,0,0,"No_Pool","No_Fence","None",0,6,2010,"WD ","Normal",143000,-93.6179112,42.0303783,5.15533603746506,1815.86435730334,4803.58842901028,2213.73489861423,4906.90962915849,4673.47115917818,1231.71931532394,1617.13656423649,5822.93772671959
"175","One_and_Half_Story_Finished_All_Ages","Residential_Medium_Density",60,5790,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Corner","Gtl","Old_Town","Norm","Norm","OneFam","Two_Story","Above_Average",1915,1950,"Gambrel","CompShg","VinylSd","VinylSd","None",0,"Good","CBlock","Typical","No","Unf",7,"Unf",0,840,840,"GasA","Good","N","SBrkr",840,765,1605,0,0,2,0,3,2,8,"Typ",0,"Detchd","Unf",1,379,"Typical","Paved",0,0,202,0,0,0,"No_Pool","No_Fence","None",0,5,2010,"WD ","Normal",107400,-93.614002,42.033279,5.03100428136354,1936.65665664986,5230.37041669688,1927.97198388635,5214.77186977865,4901.94501091324,870.593691536789,1572.33246075771,6228.54521573557
"176","One_Story_1945_and_Older","Residential_Medium_Density",47,4608,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Corner","Gtl","Old_Town","Artery","Norm","OneFam","One_Story","Above_Average",1945,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"Good","CBlock","Typical","No","Unf",7,"Unf",0,747,747,"GasA","Typical","Y","SBrkr",747,0,747,0,0,1,0,2,1,4,"Typ",0,"Attchd","Unf",1,220,"Typical","Paved",0,0,0,0,0,0,"No_Pool","No_Fence","None",0,6,2010,"WD ","Normal",80000,-93.615431,42.033644,4.90308998699194,1812.05065075825,5141.13906821588,1867.94909366225,5096.22238999976,4968.55909349802,835.794207542605,1458.53190555439,6129.92439027114
"177","One_Story_1945_and_Older","Residential_Medium_Density",60,7200,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Corner","Gtl","Old_Town","Norm","Norm","OneFam","One_Story","Good",1940,1992,"Gable","CompShg","MetalSd","MetalSd","Stone",294,"Good","CBlock","Typical","No","BLQ",2,"Unf",0,278,788,"GasA","Typical","Y","SBrkr",804,0,804,1,0,1,0,2,1,4,"Typ",2,"Attchd","Unf",1,240,"Typical","Paved",0,0,154,0,0,0,"No_Pool","Minimum_Privacy","None",0,2,2010,"WD ","Abnorml",119000,-93.615446,42.032391,5.07554696139253,1870.60184089339,5080.55899692811,2005.98612311991,5097.7302552822,4833.55364307936,974.544670998822,1558.40766455185,6084.16320271239
"178","One_and_Half_Story_Finished_All_Ages","Residential_Medium_Density",50,5500,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Corner","Gtl","Old_Town","Norm","Norm","OneFam","One_and_Half_Fin","Good",1929,2001,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Typical","BrkTil","Typical","No","LwQ",4,"ALQ",692,0,926,"GasA","Typical","Y","SBrkr",926,0,1316,1,0,1,0,3,1,6,"Typ",0,"Detchd","Unf",2,484,"Typical","Paved",0,0,0,0,0,0,"No_Pool","No_Fence","None",0,4,2010,"WD ","Normal",130000,-93.608954,42.03128,5.11394335230684,2408.21511156744,5527.77749917586,2258.1825237839,5639.34495922553,4607.56283401841,1176.46537542152,2033.97473297437,6562.49741909086
"179","One_and_Half_Story_Unfinished_All_Ages","Residential_Medium_Density",50,6900,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Corner","Gtl","Old_Town","Norm","Norm","OneFam","One_and_Half_Fin","Good",1938,2000,"Gable","CompShg","MetalSd","MetalSd","None",0,"Typical","PConc","Typical","No","Unf",7,"Unf",0,827,827,"GasA","Good","Y","SBrkr",827,424,1251,0,0,1,0,3,1,6,"Typ",0,"Detchd","Unf",1,240,"Typical","Dirt_Gravel",0,0,0,0,0,0,"No_Pool","No_Fence","None",0,1,2010,"WD ","Normal",119000,-93.6090761,42.0303113,5.07554696139253,2445.08860904479,5480.49351454812,2355.98272742924,5635.92791802978,4502.32201251031,1273.86297223826,2096.09136177806,6524.6634862839
"180","One_and_Half_Story_Finished_All_Ages","Residential_Medium_Density",69,11851,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Old_Town","Artery","Norm","OneFam","One_and_Half_Fin","Good",1948,2009,"Gable","CompShg","VinylSd","VinylSd","None",0,"Good","BrkTil","Typical","No","BLQ",2,"Unf",0,247,1027,"GasA","Excellent","Y","SBrkr",1027,606,1633,0,0,1,0,3,1,7,"Typ",1,"Detchd","Unf",1,240,"Typical","Paved",0,100,126,0,0,0,"No_Pool","No_Fence","None",0,6,2010,"WD ","Normal",129000,-93.610466,42.030383,5.11058971029925,2339.05202645593,5375.45563040597,2312.46286863079,5520.72462400417,4528.55958205986,1232.50974738531,2006.04046892623,6415.59907940458
"181","One_and_Half_Story_Finished_All_Ages","Residential_Medium_Density",0,8239,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Old_Town","Artery","Norm","OneFam","One_and_Half_Fin","Above_Average",1920,1962,"Gable","CompShg","MetalSd","MetalSd","None",0,"Typical","BrkTil","Typical","No","Rec",6,"Unf",0,832,1008,"GasA","Typical","Y","SBrkr",1060,185,1245,0,0,1,0,3,1,6,"Typ",0,"Detchd","Unf",1,315,"Typical","Paved",0,0,334,0,0,0,"No_Pool","No_Fence","None",0,3,2010,"WD ","Normal",100000,-93.610468,42.030467,5,2334.59789511085,5378.58715225826,2303.46954905628,5519.90020785584,4537.79976656715,1223.42054390773,1999.48634187406,6417.86304531428
"182","One_Story_1945_and_Older","Residential_Medium_Density",68,9656,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Old_Town","Norm","Norm","OneFam","One_Story","Poor",1923,1970,"Gable","CompShg","AsbShng","AsbShng","None",0,"Fair","BrkTil","Fair","No","Unf",7,"Unf",0,678,678,"GasA","Typical","N","SBrkr",832,0,832,0,0,1,0,2,1,5,"Typ",1,"Detchd","Unf",2,780,"Fair","Dirt_Gravel",0,0,0,0,0,0,"No_Pool","No_Fence","None",0,6,2010,"WD ","Abnorml",12789,-93.606789,42.030388,4.1068365873668,2612.21697842476,5661.37916137583,2417.93011501273,5823.99179820948,4486.83964183484,1341.23004312235,2235.80788649239,6709.90381115177
"183","One_Story_1945_and_Older","Residential_Medium_Density",60,8520,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Old_Town","Norm","Norm","OneFam","One_Story","Very_Good",1928,2003,"Gable","CompShg","VinylSd","VinylSd","None",0,"Good","BrkTil","Typical","No","Unf",7,"Unf",0,624,624,"GasA","Good","Y","SBrkr",720,0,720,0,0,1,0,2,1,5,"Typ",0,"Detchd","Unf",2,484,"Typical","Paved",106,0,0,0,0,0,"No_Pool","No_Fence","None",0,5,2010,"WD ","Normal",105900,-93.606789,42.030331,5.02489596010748,2614.84830025192,5659.26917833865,2423.73623451575,5824.42414459232,4480.53007660363,1346.87362165752,2239.73625670952,6708.33799486044
"184","Two_Story_1945_and_Older","Residential_Medium_Density",60,9600,"Pave","Gravel","Regular","Lvl","AllPub","Corner","Gtl","Old_Town","Norm","Norm","OneFam","Two_Story","Excellent",1900,2003,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Good","BrkTil","Typical","No","Unf",7,"Unf",0,930,930,"GasW","Typical","N","SBrkr",930,636,1566,0,0,2,0,3,1,7,"Typ",0,"Detchd","Unf",1,288,"Typical","Paved",54,228,246,0,0,0,"No_Pool","No_Fence","None",0,4,2010,"WD ","Abnorml",150000,-93.616887,42.028099,5.17609125905568,2040.78316455809,4789.34763833524,2470.80026835344,5017.74259601441,4406.03169560732,1463.74727452595,1878.96200726092,5837.9777308441
"185","One_and_Half_Story_Finished_All_Ages","Residential_Medium_Density",60,10800,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Old_Town","Artery","Norm","OneFam","One_and_Half_Fin","Above_Average",1915,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"Good","PConc","Typical","No","LwQ",4,"Unf",0,0,686,"GasA","Typical","Y","SBrkr",966,686,1652,1,0,2,0,4,1,7,"Typ",0,"Detchd","Unf",1,416,"Typical","Paved",0,0,196,0,0,0,"No_Pool","No_Fence","Shed",1200,6,2010,"WD ","Normal",139000,-93.610588,42.029146,5.1430148002541,2397.10652394735,5319.19740533525,2441.78486369615,5522.21582967399,4394.77262536132,1363.95867271854,2096.36616736123,6371.59113558788
"186","Two_Story_1945_and_Older","Residential_Medium_Density",50,9000,"Pave","Gravel","Regular","Lvl","AllPub","Inside","Gtl","Old_Town","Norm","Norm","OneFam","Two_Story","Excellent",1890,2002,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Good","Stone","Fair","No","Unf",7,"Unf",0,346,346,"GasA","Excellent","Y","SBrkr",1157,1111,2268,0,0,3,0,3,1,7,"Typ",0,"Detchd","Unf",2,624,"Typical","Dirt_Gravel",0,108,0,0,0,0,"No_Pool","No_Fence","None",0,4,2010,"WD ","Normal",240000,-93.61221,42.028145,5.38021124171161,2344.024719813,5156.27581322549,2517.69447078405,5400.86405606373,4311.9080346924,1451.46693408118,2092.09205163107,6215.21504429628
"187","Two_Family_conversion_All_Styles_and_Ages","Residential_Medium_Density",100,9045,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Old_Town","Norm","Norm","TwoFmCon","Two_Story","Fair",1910,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"Fair","BrkTil","Typical","Mn","Unf",7,"Unf",0,840,840,"Grav","Fair","N","FuseF",1128,1128,2256,0,0,2,0,4,2,12,"Typ",0,"No_Garage","No_Garage",0,0,"No_Garage","Dirt_Gravel",0,18,18,0,0,0,"No_Pool","No_Fence","None",0,6,2010,"WD ","Abnorml",76500,-93.608878,42.028083,4.88366143515362,2579.20466469107,5416.1889197893,2596.12308959377,5675.30783249867,4254.61336273688,1514.6530742038,2279.63448364676,6482.36484745245
"188","One_Story_1946_and_Newer_All_Styles","Residential_Medium_Density",90,7407,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Old_Town","Artery","Norm","OneFam","One_Story","Good",1957,1996,"Gable","CompShg","MetalSd","MetalSd","None",0,"Typical","CBlock","Typical","No","GLQ",3,"Unf",0,312,912,"GasA","Typical","Y","FuseA",1236,0,1236,1,0,1,0,2,1,6,"Typ",0,"Attchd","Unf",2,923,"Typical","Paved",0,158,158,0,0,0,"No_Pool","Minimum_Privacy","None",0,4,2010,"WD ","Normal",149700,-93.608246,42.03005,5.17522180034305,2519.50259311934,5535.25248984127,2406.96588635032,5706.51788890493,4463.88542340872,1325.33717199579,2166.87550459245,6583.86964005352
"189","Two_Story_1945_and_Older","Residential_Medium_Density",60,7740,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Old_Town","Norm","Norm","OneFam","Two_Story","Good",1910,1950,"Gable","CompShg","VinylSd","VinylSd","None",0,"Typical","CBlock","Typical","No","Unf",7,"Unf",0,622,622,"GasA","Good","Y","SBrkr",741,622,1363,0,0,1,0,3,1,6,"Typ",0,"Detchd","Unf",2,528,"Typical","Paved",0,0,0,0,168,0,"No_Pool","No_Fence","None",0,6,2010,"WD ","Normal",125500,-93.607238,42.028164,5.09864372581706,2691.62285495361,5548.32732182731,2632.83329799176,5809.04509279448,4245.05028758347,1551.22424725528,2369.69116092172,6616.74768592582
"190","Two_Family_conversion_All_Styles_and_Ages","Residential_Medium_Density",60,11340,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Old_Town","Norm","Norm","TwoFmCon","Two_Story","Above_Average",1885,1950,"Gable","CompShg","VinylSd","AsbShng","None",0,"Typical","PConc","Typical","No","Unf",7,"Unf",0,777,777,"GasA","Good","Y","SBrkr",1246,1044,2290,0,0,2,0,4,2,11,"Typ",0,"Detchd","Unf",2,560,"Typical","Dirt_Gravel",0,0,114,0,0,0,"No_Pool","No_Fence","None",0,4,2010,"WD ","Normal",122500,-93.608752,42.02916,5.08813608870055,2528.26116476788,5463.31509159893,2485.79384148809,5673.19960338941,4371.61593851653,1403.72850748392,2202.56225921977,6519.48420817696
"191","Two_Story_1945_and_Older","Residential_Medium_Density",60,10560,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Old_Town","Norm","Norm","OneFam","Two_Story","Good",1922,1994,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Typical","CBlock","Typical","No","Rec",6,"Unf",0,455,738,"GasA","Excellent","Y","SBrkr",868,602,1470,0,0,1,1,2,1,6,"Min1",0,"Detchd","Unf",2,624,"Typical","Paved",0,0,0,0,0,0,"No_Pool","No_Fence","None",0,6,2010,"WD ","Normal",140750,-93.607088,42.028165,5.14844840352338,2702.36323305626,5560.21205202866,2637.180328478,5821.36067787854,4243.68346673899,1555.77925384404,2378.63415948672,6628.88999503936
"192","One_and_Half_Story_Finished_All_Ages","Residential_Medium_Density",53,5830,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Corner","Gtl","Brookside","Feedr","Feedr","OneFam","One_and_Half_Fin","Above_Average",1950,1997,"Gable","CompShg","MetalSd","MetalSd","None",0,"Good","CBlock","Typical","No","Rec",6,"Unf",0,200,988,"GasA","Excellent","Y","SBrkr",1030,582,1612,0,0,1,1,3,1,7,"Typ",0,"Detchd","Unf",1,363,"Typical","Paved",0,0,0,0,0,0,"No_Pool","Minimum_Privacy","None",0,3,2010,"WD ","Normal",128500,-93.625737,42.033642,5.10890312766731,1083.72417710548,4390.57427236185,1941.4616269268,4244.11370658241,5238.17452687548,1263.16444122281,1037.51180670368,5332.82914459804
"193","Two_and_Half_Story_All_Ages","Residential_Low_Density",0,7793,"Pave","No_Alley_Access","Slightly_Irregular","Bnk","AllPub","Corner","Gtl","Brookside","Norm","Norm","OneFam","Two_and_Half_Unf","Good",1922,2005,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Typical","BrkTil","Typical","No","BLQ",2,"Unf",0,634,1108,"GasA","Typical","N","FuseA",1160,908,2068,0,0,1,1,3,1,8,"Typ",1,"Detchd","Unf",1,315,"Typical","Paved",0,0,60,0,0,0,"No_Pool","No_Fence","None",0,5,2010,"WD ","Normal",209500,-93.625825,42.030187,5.32118402730231,1364.90467052252,4200.06398260344,2312.71752418419,4256.99935055872,4889.3510975946,1547.87478700406,1416.36090009076,5192.26828084855
"194","One_Story_1945_and_Older","Residential_Medium_Density",50,5000,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Brookside","Feedr","Norm","OneFam","One_Story","Good",1925,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"Typical","BrkTil","Typical","No","Rec",6,"Unf",0,577,765,"GasA","Typical","N","FuseF",765,0,765,1,0,1,0,2,1,4,"Typ",0,"Detchd","Unf",1,200,"Typical","Partial_Pavement",135,0,41,0,0,0,"No_Pool","Minimum_Privacy","None",0,4,2010,"WD ","Normal",87000,-93.625586,42.033621,4.93951925261862,1094.64371848838,4400.10840368338,1939.93701227059,4256.61578603174,5231.16468080525,1255.32918136568,1042.17395308897,5343.49967335924
"195","One_and_Half_Story_Finished_All_Ages","Residential_Medium_Density",50,6000,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Brookside","Norm","Norm","OneFam","One_and_Half_Fin","Good",1939,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"Typical","BrkTil","Good","No","BLQ",2,"LwQ",12,144,608,"GasA","Typical","Y","SBrkr",608,524,1132,1,0,1,0,2,1,5,"Typ",0,"Detchd","Unf",1,240,"Typical","Paved",0,0,128,0,0,0,"No_Pool","Minimum_Privacy","None",0,4,2010,"WD ","Abnorml",134000,-93.624566,42.033563,5.12710479836481,1163.49389841431,4469.5953324549,1922.77086937143,4341.00325506456,5193.03441771661,1198.02255171519,1068.07390253325,5419.26996715541
"196","One_and_Half_Story_Finished_All_Ages","Residential_Medium_Density",50,6000,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Brookside","Norm","Norm","OneFam","One_and_Half_Fin","Above_Average",1940,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"Good","CBlock","Typical","No","LwQ",4,"Unf",0,308,572,"GasA","Excellent","Y","FuseA",848,348,1196,0,1,1,1,3,1,6,"Typ",2,"Detchd","Unf",2,576,"Typical","Paved",0,0,0,0,0,0,"No_Pool","No_Fence","None",0,3,2010,"WD ","Normal",128000,-93.622597,42.0336,5.10720996964787,1292.30961550869,4613.20565730657,1883.5425553934,4503.76534942658,5138.12834333229,1084.60362129967,1119.15197487524,5572.23813100105
"197","One_and_Half_Story_Finished_All_Ages","Residential_Medium_Density",53,6360,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Corner","Gtl","Brookside","Feedr","Norm","OneFam","One_and_Half_Fin","Above_Average",1942,1950,"Gable","CompShg","MetalSd","MetalSd","Stone",300,"Typical","CBlock","Typical","No","Rec",6,"LwQ",159,316,835,"GasA","Typical","Y","FuseA",955,498,1453,0,0,1,1,3,1,7,"Min2",2,"Detchd","Unf",1,240,"Typical","Paved",0,0,35,0,148,0,"No_Pool","No_Fence","None",0,3,2010,"WD ","Normal",132000,-93.623523,42.033665,5.12057393120585,1225.34600604248,4550.03662949138,1891.39570059805,4427.15196161742,5171.94122974263,1129.71176556503,1083.79359514593,5503.59592924872
"198","One_and_Half_Story_Finished_All_Ages","Residential_Medium_Density",50,6000,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Brookside","Norm","Norm","OneFam","One_and_Half_Fin","Good",1948,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Typical","CBlock","Typical","No","Rec",6,"Unf",0,480,780,"GasA","Typical","Y","SBrkr",780,636,1416,0,0,1,1,3,1,6,"Typ",0,"Detchd","Unf",1,312,"Typical","Partial_Pavement",221,0,48,0,0,0,"No_Pool","No_Fence","None",0,3,2010,"WD ","Normal",139900,-93.622448,42.033631,5.14581771449183,1300.62889801127,4625.6493597742,1878.02049795781,4516.05915618404,5137.10677211481,1074.1059429025,1121.02337671635,5584.97161837783
