X,MS_SubClass,MS_Zoning,Lot_Frontage,Lot_Area,Street,Alley,Lot_Shape,Land_Contour,Utilities,Lot_Config,Land_Slope,Neighborhood,Condition_1,Condition_2,Bldg_Type,House_Style,Overall_Cond,Year_Built,Year_Remod_Add,Roof_Style,Roof_Matl,Exterior_1st,Exterior_2nd,Mas_Vnr_Type,Mas_Vnr_Area,Exter_Cond,Foundation,Bsmt_Cond,Bsmt_Exposure,BsmtFin_Type_1,BsmtFin_SF_1,BsmtFin_Type_2,BsmtFin_SF_2,Bsmt_Unf_SF,Total_Bsmt_SF,Heating,Heating_QC,Central_Air,Electrical,First_Flr_SF,Second_Flr_SF,Gr_Liv_Area,Bsmt_Full_Bath,Bsmt_Half_Bath,Full_Bath,Half_Bath,Bedroom_AbvGr,Kitchen_AbvGr,TotRms_AbvGrd,Functional,Fireplaces,Garage_Type,Garage_Finish,Garage_Cars,Garage_Area,Garage_Cond,Paved_Drive,Wood_Deck_SF,Open_Porch_SF,Enclosed_Porch,Three_season_porch,Screen_Porch,Pool_Area,Pool_QC,Fence,Misc_Feature,Misc_Val,Mo_Sold,Year_Sold,Sale_Type,Sale_Condition,Sale_Price,Log_Sale_Price,dist_HS,dist_MS,dist_PreSch,dist_ES_Sawyer,dist_ES_Mitchell,dist_ES_Meeker,dist_ES_Fellows,dist_ES_Edwards,Neighborhood_Abbr,"Developed, Open Space 300m","Developed, Low Intensity 300m","Developed, Medium Intensity 300m","Developed, High Intensity 300m",Deciduous Forest 300m,Mixed Forest 300m,Pasture/Hay 300m,Woody Wetlands 300m,Cultivated Crops 300m,Open Water 300m,Grassland/Herbaceous 300m,Emergent Herbaceous Wetlands 300m,Barren Land 300m,Evergreen Forest 300m,Shrub/Scrub 300m,geometry...99,Open Water 600m,"Developed, Open Space 600m","Developed, Low Intensity 600m","Developed, Medium Intensity 600m","Developed, High Intensity 600m",Deciduous Forest 600m,Mixed Forest 600m,Pasture/Hay 600m,Cultivated Crops 600m,Woody Wetlands 600m,Emergent Herbaceous Wetlands 600m,Grassland/Herbaceous 600m,Barren Land 600m,Evergreen Forest 600m,Shrub/Scrub 600m,geometry...115,Open Water 1000m,"Developed, Open Space 1000m","Developed, Low Intensity 1000m","Developed, Medium Intensity 1000m","Developed, High Intensity 1000m",Deciduous Forest 1000m,Mixed Forest 1000m,Grassland/Herbaceous 1000m,Pasture/Hay 1000m,Cultivated Crops 1000m,Woody Wetlands 1000m,Emergent Herbaceous Wetlands 1000m,Barren Land 1000m,Evergreen Forest 1000m,Shrub/Scrub 1000m,geometry...131
1023,Two_Story_1946_and_Newer,Residential_Low_Density,0,12227,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,Gtl,Northwest_Ames,PosN,Norm,OneFam,Two_Story,Good,1977,1995,Gable,CompShg,HdBoard,HdBoard,BrkFace,424,Good,CBlock,Good,No,ALQ,1,Unf,0,434,1330,GasA,Typical,Y,SBrkr,1542,1330,2872,1,0,2,1,4,1,11,Typ,1,Attchd,Fin,2,619,Typical,Paved,550,282,0,0,0,0,No_Pool,No_Fence,None,0,7,2008,WD ,Normal,272000,5.4345689040342,1599.30306326063,5460.94484462973,1442.37202283797,4154.98025237672,7676.19057784734,2278.85518352531,1422.50807761523,6010.98687956166,Northwest_,0.21153846153846154,0.5714285714285714,0.21703296703296704,0,0,0,0,0,0,0,0,0,0,0,NA,"c(-93.635111, 42.054455)",0,0.2313927781871776,0.48784082535003687,0.26013264554163595,0.005158437730287398,0,0,0,0,0,0,0.015475313190862197,0,0,0,"c(-93.635111, 42.054455)",0.004892633867898886,0.18374558303886926,0.38162544169611307,0.32345746126664854,0.04675183473770046,0,2.718129926610492e-4,0.014949714596357706,0.002718129926610492,0.03778200597988584,0,0.0035335689045936395,2.718129926610492e-4,0,0,"c(-93.635111, 42.054455)"
1024,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,90,13068,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,Northwest_Ames,Norm,Norm,OneFam,One_Story,Average,1976,1976,Hip,CompShg,HdBoard,HdBoard,BrkFace,621,Typical,PConc,Typical,No,ALQ,1,Rec,48,273,1211,GasA,Typical,Y,SBrkr,1211,0,1211,1,0,2,0,3,1,6,Typ,1,Attchd,Fin,2,461,Typical,Paved,0,0,0,174,0,0,No_Pool,Minimum_Privacy,None,0,11,2008,WD ,Normal,161000,5.20682587603185,1630.66961029643,5667.09426965248,1062.28681313299,4478.62544742173,7513.55444227121,1974.20686880348,1283.51656713981,6274.06008857182,Northwest_,0.15921787709497207,0.6145251396648045,0.22346368715083798,0.002793296089385475,0,0,0,0,0,0,0,0,0,0,NA,"c(-93.630299, 42.054211)",0,0.19734904270986744,0.47128129602356406,0.30559646539027985,0.02577319587628866,0,0,0,0,0,0,0,0,0,0,"c(-93.630299, 42.054211)",0.014913232104121476,0.18844902386117138,0.3956073752711497,0.28335140997830804,0.06887201735357917,0.009219088937093275,0.003796095444685466,0.013286334056399132,0.002982646420824295,0.007321041214750542,0.007592190889370932,0.004609544468546637,0,0,0,"c(-93.630299, 42.054211)"
1025,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,15611,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,Gtl,Northwest_Ames,Norm,Norm,OneFam,One_Story,Above_Average,1977,1977,Gable,CompShg,VinylSd,VinylSd,None,0,Typical,PConc,Typical,Av,ALQ,1,LwQ,93,266,1126,GasA,Typical,Y,SBrkr,1126,0,1126,0,1,2,0,3,1,6,Typ,0,Attchd,RFn,2,540,Typical,Paved,180,0,0,0,0,0,No_Pool,No_Fence,None,0,3,2008,WD ,Abnorml,175000,5.24303804868629,1719.0034556744,5640.47305868285,1334.66747479209,4348.92604347057,7720.72397676909,2235.94376897711,1468.22711106358,6200.76455214626,Northwest_,0.25977653631284914,0.547486033519553,0.19273743016759776,0,0,0,0,0,0,0,0,0,0,0,NA,"c(-93.633168, 42.055432)",0,0.21925925925925926,0.4918518518518519,0.27555555555555555,0.006666666666666667,0,0,0,0,0,0,0.006666666666666667,0,0,0,"c(-93.633168, 42.055432)",0.02278893109061313,0.19560499186109603,0.3844275637547477,0.30439500813890397,0.04666304937601736,0.005154639175257732,0.0037981551817688553,0.01709169831795985,0.007325013564839935,0.0075963103635377106,0,0.0048833423765599565,2.7129679869777537e-4,0,0,"c(-93.633168, 42.055432)"
1026,Two_Story_1946_and_Newer,Residential_Low_Density,80,10400,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northwest_Ames,Norm,Norm,OneFam,Two_Story,Above_Average,1980,1988,Gable,CompShg,HdBoard,HdBoard,BrkFace,280,Typical,CBlock,Typical,Mn,Unf,7,Unf,0,738,738,GasA,Typical,Y,SBrkr,1277,767,2044,0,0,2,1,3,1,7,Min1,1,Attchd,Unf,2,489,Typical,Paved,28,73,0,0,0,0,No_Pool,No_Fence,None,0,3,2008,WD ,Normal,185000,5.26717172840301,1386.54859538978,5282.40071292971,1391.56577166667,4038.81331806953,7480.02815040077,2148.93244122994,1233.28654078478,5856.78898136,Northwest_,0.21727019498607242,0.532033426183844,0.25069637883008355,0,0,0,0,0,0,0,0,0,0,0,NA,"c(-93.635153, 42.052544)",0,0.22172949002217296,0.4796747967479675,0.24611973392461198,0.015521064301552107,0,0,0,0.008869179600886918,0,0,0.028085735402808575,0,0,0,"c(-93.635153, 42.052544)",0,0.16376969038565997,0.39679521998913636,0.33242802824551876,0.052960347637153724,0,0,0.014937533948940793,0.0019011406844106464,0.036936447582835416,0,0,2.7159152634437803e-4,0,0,"c(-93.635153, 42.052544)"
1027,Two_Story_1946_and_Newer,Residential_Low_Density,75,9743,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northwest_Ames,Norm,Norm,OneFam,Two_Story,Above_Average,1969,1969,Gable,CompShg,VinylSd,VinylSd,None,0,Typical,CBlock,Fair,No,BLQ,2,Unf,0,440,720,GasA,Good,Y,SBrkr,720,588,1308,0,0,1,1,3,1,7,Typ,0,Detchd,Unf,2,484,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,6,2008,WD ,Normal,146900,5.16702179579026,1146.42692738287,4987.53306810135,1529.49687119517,3775.7628587178,7316.24462078917,2152.74166069363,1123.45041633438,5568.65780560834,Northwest_,0.25555555555555554,0.4638888888888889,0.19444444444444445,0.016666666666666666,0,0,0,0,0.025,0,0.044444444444444446,0,0,0,NA,"c(-93.637105, 42.050326)",0,0.2028023598820059,0.37905604719764013,0.29277286135693215,0.0612094395280236,0,0,0,0.03023598820058997,0,0,0.03392330383480826,0,0,0,"c(-93.637105, 42.050326)",0,0.14797719250610916,0.3975020363833831,0.33152321477056745,0.04262829215313603,0.0027151778441487917,0,0.014933478142818354,0.004615802335052946,0.05783328808036926,0,0,2.7151778441487917e-4,0,0,"c(-93.637105, 42.050326)"
1028,Two_Story_1946_and_Newer,Residential_Low_Density,0,12511,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,Gtl,Northwest_Ames,Norm,Norm,OneFam,Two_Story,Good,1978,1978,Mansard,WdShake,Plywood,Plywood,BrkFace,168,Typical,PConc,Typical,No,ALQ,1,Unf,0,432,1420,GasA,Excellent,Y,SBrkr,1420,1420,2840,0,1,2,1,4,1,8,Min2,2,Attchd,Fin,4,1314,Good,Paved,0,16,0,0,208,0,No_Pool,Minimum_Privacy,None,0,12,2008,WD ,Normal,292500,5.4661258704182,1274.11643634614,5089.27147576491,1542.43196107515,3833.14141583649,7435.83849825145,2222.49813686483,1225.9142239607,5653.40893768005,Northwest_,0.2631578947368421,0.48476454293628807,0.22714681440443213,0.002770083102493075,0,0,0,0,0,0,0.0221606648199446,0,0,0,NA,"c(-93.63719, 42.051473)",0,0.22156573116691286,0.39807976366322007,0.2651403249630724,0.050221565731166914,0,0,7.385524372230429e-4,0.029542097488921712,0,0,0.03471196454948301,0,0,0,"c(-93.63719, 42.051473)",0,0.15177844148791747,0.3937007874015748,0.3288080369264187,0.04289980993755091,0,0,0.014933478142818354,0.004615802335052946,0.06299212598425197,0,0,2.7151778441487917e-4,0,0,"c(-93.63719, 42.051473)"
1029,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,104,11361,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northwest_Ames,Norm,Norm,OneFam,One_Story,Average,1976,1976,Gable,CompShg,Plywood,Plywood,BrkFace,160,Typical,CBlock,Typical,No,ALQ,1,Unf,0,549,1193,GasA,Typical,Y,SBrkr,1523,0,1523,0,1,2,0,3,1,7,Typ,1,Attchd,Fin,2,478,Typical,Paved,0,0,0,0,189,0,No_Pool,Minimum_Privacy,None,0,5,2008,COD,Abnorml,180000,5.25527250510331,1186.40657291452,5173.71572507223,1265.82700168259,4027.3417448112,7248.86236148764,1945.66868331066,1001.6378059597,5787.87914124917,Northwest_,0.20718232044198895,0.56353591160221,0.2265193370165746,0.0027624309392265192,0,0,0,0,0,0,0,0,0,0,NA,"c(-93.633905, 42.050679)",0,0.19174041297935104,0.46607669616519176,0.275811209439528,0.012536873156342183,0,0,0,0.028761061946902654,0,0,0.025073746312684365,0,0,0,"c(-93.633905, 42.050679)",0,0.15301139446554532,0.40070537167661424,0.3355941399891481,0.07731958762886598,0,0,0.014921323928377646,0.0018990775908844276,0.016549104720564298,0,0,0,0,0,"c(-93.633905, 42.050679)"
1030,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,80,10400,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northwest_Ames,Norm,Norm,OneFam,One_Story,Average,1976,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,120,Typical,CBlock,Typical,No,Unf,7,Unf,0,1444,1444,GasA,Typical,Y,SBrkr,1444,0,1444,0,0,2,0,2,1,5,Typ,1,Attchd,Unf,2,473,Typical,Paved,0,24,0,0,0,0,No_Pool,Good_Wood,None,0,4,2008,WD ,Normal,159900,5.20384846374623,1041.99340537544,4999.16834607523,1376.2904347369,3868.50687485393,7164.17543436953,1968.96614703023,947.978437293634,5615.48528577075,Northwest_,0.3137254901960784,0.45098039215686275,0.13165266106442577,0,0,0,0,0,0.04201680672268908,0,0.06162464985994398,0,0,0,NA,"c(-93.635216, 42.049449)",0,0.17416974169741697,0.414760147601476,0.3247232472324723,0.02952029520295203,0,0,0,0.03025830258302583,0,0,0.026568265682656828,0,0,0,"c(-93.635216, 42.049449)",0,0.14444746130871572,0.39587292967689386,0.3513440130328537,0.057290252511539505,0.0070594623947868584,0,0.014933478142818354,0.0027151778441487917,0.0260657073038284,0,0,2.7151778441487917e-4,0,0,"c(-93.635216, 42.049449)"
1031,Two_Story_1946_and_Newer,Residential_Low_Density,80,10480,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northwest_Ames,Norm,Norm,OneFam,Two_Story,Above_Average,1976,1976,Hip,CompShg,Plywood,Plywood,BrkFace,660,Typical,CBlock,Typical,No,ALQ,1,Unf,0,400,803,GasA,Typical,Y,SBrkr,1098,866,1964,0,0,2,1,4,1,8,Typ,1,Attchd,RFn,2,483,Typical,Paved,0,69,0,0,0,0,No_Pool,No_Fence,None,0,9,2008,WD ,Normal,205000,5.31175386105575,1093.32050764709,5087.34754690495,1288.20504384247,3965.79441002798,7172.98289584164,1916.54802804769,934.881535236983,5709.83969364042,Northwest_,0.27977839335180055,0.5235457063711911,0.1883656509695291,0,0,0,0,0,0.00554016620498615,0,0.002770083102493075,0,0,0,NA,"c(-93.6341769, 42.04986)",0,0.17699115044247787,0.43805309734513276,0.308259587020649,0.01991150442477876,0,0,0,0.03023598820058997,0,0,0.02654867256637168,0,0,0,"c(-93.6341769, 42.04986)",0,0.1508819538670285,0.39565807327001357,0.3400271370420624,0.07706919945725915,0.0032564450474898234,0,0.014925373134328358,0.0013568521031207597,0.01655359565807327,0,0,2.71370420624152e-4,0,0,"c(-93.6341769, 42.04986)"
1032,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,80,10000,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northwest_Ames,Norm,Norm,OneFam,One_Story,Above_Average,1973,2000,Gable,CompShg,HdBoard,HdBoard,None,0,Typical,CBlock,Typical,No,BLQ,2,Unf,0,92,1176,GasA,Good,Y,SBrkr,1178,0,1178,0,1,1,1,3,1,5,Typ,1,Attchd,Unf,2,439,Typical,Paved,224,0,0,0,0,0,No_Pool,Minimum_Privacy,None,0,11,2008,WD ,Normal,157000,5.19589965240923,1120.83086221285,5221.80785494346,1038.01854760683,4180.8453045709,7054.40175312198,1688.65558722594,799.357834999153,5881.10183978578,Northwest_,0.13850415512465375,0.5013850415512465,0.3407202216066482,0.019390581717451522,0,0,0,0,0,0,0,0,0,0,NA,"c(-93.631129, 42.049609)",0,0.14526779163609685,0.49082905355832723,0.3066764490095378,0.015407190022010272,0,0,0,0.022010271460014674,0,0,0.019809244314013204,0,0,0,"c(-93.631129, 42.049609)",0,0.14231499051233396,0.4060721062618596,0.32529140688533476,0.10138248847926268,5.421523448088912e-4,0,0.013282732447817837,0,0.011114123068582272,0,0,0,0,0,"c(-93.631129, 42.049609)"
1033,Two_Story_1946_and_Newer,Residential_Low_Density,0,14311,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,FR3,Gtl,Northwest_Ames,Norm,Norm,OneFam,Two_Story,Average,1996,1996,Gable,CompShg,VinylSd,VinylSd,BrkFace,402,Typical,PConc,Typical,No,GLQ,3,Unf,0,213,1236,GasA,Excellent,Y,SBrkr,1236,1104,2340,1,0,2,1,4,1,9,Typ,1,Attchd,RFn,3,787,Typical,Paved,192,180,218,0,0,0,No_Pool,Good_Privacy,None,0,6,2008,WD ,Normal,306000,5.48572142648158,1299.32218083559,5395.0222116374,965.542534153116,4318.02900344728,7181.93991305962,1727.74734010271,938.273315054972,6043.61380017117,Northwest_,0.09695290858725762,0.4792243767313019,0.407202216066482,0.01662049861495845,0,0,0,0,0,0,0,0,0,0,NA,"c(-93.630231, 42.051074)",0,0.1351947097722263,0.5113886847905952,0.3115356355620867,0.04188096987509184,0,0,0,0,0,0,0,0,0,0,"c(-93.630231, 42.051074)",0,0.15482646420824295,0.4124186550976139,0.31778741865509763,0.09002169197396963,0,0,0.013828633405639914,0,0.011117136659436009,0,0,0,0,0,"c(-93.630231, 42.051074)"
1034,Duplex_All_Styles_and_Ages,Residential_Low_Density,60,9000,Pave,No_Alley_Access,Regular,Lvl,AllPub,FR2,Gtl,North_Ames,Norm,Norm,Duplex,Two_Story,Average,1974,1974,Gable,CompShg,VinylSd,VinylSd,None,0,Typical,CBlock,Typical,Mn,Unf,7,Unf,0,896,896,GasA,Typical,Y,SBrkr,896,896,1792,0,0,2,2,4,2,8,Typ,0,Detchd,Unf,2,480,Typical,Paved,0,45,0,0,0,0,No_Pool,No_Fence,None,0,6,2008,WD ,Normal,133000,5.12385164096709,1952.59805082147,6040.71399095974,940.331692946451,4864.46437693873,7643.30466207244,1975.82935795301,1508.26604558787,6659.93620641158,North_Ames,0.26536312849162014,0.5111731843575419,0.18156424581005587,0.04189944134078212,0,0,0,0,0,0,0,0,0,0,NA,"c(-93.626544, 42.056306)",0,0.22666666666666666,0.40814814814814815,0.2696296296296296,0.0674074074074074,0.008148148148148147,0.003703703703703704,7.407407407407407e-4,0,0.014814814814814815,7.407407407407407e-4,0,0,0,0,"c(-93.626544, 42.056306)",0.07005158837903883,0.15422210154765137,0.3222916101004616,0.22861797447732826,0.06462123269074124,0.013575889220743959,0.006787944610371979,0.006787944610371979,0.015476513711648113,0.06217757263100733,0.040456149877816996,0.014933478142818354,0,0,0,"c(-93.626544, 42.056306)"
1035,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,65,9750,Pave,No_Alley_Access,Regular,Lvl,AllPub,FR2,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Very_Good,1969,1969,Gable,CompShg,HdBoard,HdBoard,None,0,Typical,CBlock,Typical,No,ALQ,1,LwQ,438,14,1054,GasA,Good,Y,SBrkr,1054,0,1054,1,0,1,1,3,1,6,Typ,0,Attchd,Unf,2,460,Typical,Paved,180,0,0,0,80,0,No_Pool,No_Fence,None,0,7,2008,WD ,Normal,151000,5.17897694729317,1817.45490328681,5892.75654976507,955.967831560848,4717.84499980944,7576.83583707818,1950.72839254723,1401.24972844712,6509.9362186601,North_Ames,0.20833333333333334,0.5805555555555556,0.18333333333333332,0.027777777777777776,0,0,0,0,0,0,0,0,0,0,NA,"c(-93.627875, 42.05539)",0,0.20531757754800592,0.41063515509601184,0.3124076809453471,0.07163958641063516,0,0,0,0,0,0,0,0,0,0,"c(-93.627875, 42.05539)",0.046480021745039415,0.171242185376461,0.3642294101658059,0.24734982332155478,0.06958412612122859,0.011687958684425116,0.005979885838543082,0.005436259853220984,0.013047023647730362,0.03098668116335961,0.022016852405544986,0.011959771677086164,0,0,0,"c(-93.627875, 42.05539)"
1036,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,68,10295,Pave,No_Alley_Access,Regular,Lvl,AllPub,FR2,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Above_Average,1969,1969,Gable,CompShg,HdBoard,HdBoard,BrkFace,72,Typical,CBlock,Typical,Mn,Rec,6,Unf,0,684,936,GasA,Typical,Y,SBrkr,936,0,936,0,0,1,0,2,1,4,Typ,0,Attchd,Unf,1,288,Typical,Paved,16,0,0,0,0,0,No_Pool,No_Fence,None,0,9,2008,COD,Normal,111900,5.04883008652835,1851.08308391596,5954.69617136756,861.919077836844,4810.63177966267,7535.39316097545,1879.66465745948,1397.37780225784,6586.33230534438,North_Ames,0.16944444444444445,0.5194444444444445,0.25,0.06111111111111111,0,0,0,0,0,0,0,0,0,0,NA,"c(-93.626511, 42.055304)",0,0.2005921539600296,0.40414507772020725,0.29459659511472985,0.09622501850481126,0,0,7.401924500370096e-4,0,0.003700962250185048,0,0,0,0,0,"c(-93.626511, 42.055304)",0.04769647696476965,0.15962059620596206,0.34742547425474257,0.23197831978319783,0.07262872628726287,0.015447154471544716,0.006775067750677507,0.003794037940379404,0.015447154471544716,0.05094850948509485,0.03523035230352303,0.013008130081300813,0,0,0,"c(-93.626511, 42.055304)"
1037,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,63,7560,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Average,1971,1971,Hip,CompShg,MetalSd,MetalSd,None,0,Typical,CBlock,Typical,No,Rec,6,ALQ,613,132,864,GasA,Typical,Y,SBrkr,864,0,864,1,0,1,0,3,1,5,Typ,0,Detchd,Unf,2,576,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,5,2008,WD ,Normal,123000,5.0899051114394,1645.23174595486,5682.02963879921,1060.94070569111,4491.69702983344,7523.47099774142,1978.8235921755,1295.34519405109,6288.47686892364,North_Ames,0.15555555555555556,0.6222222222222222,0.21944444444444444,0.002777777777777778,0,0,0,0,0,0,0,0,0,0,NA,"c(-93.630208, 42.054328)",0,0.19808541973490426,0.4698085419734904,0.30338733431516934,0.028718703976435934,0,0,0,0,0,0,0,0,0,0,"c(-93.630208, 42.054328)",0.017596101786681105,0.18841364374661612,0.3936112615051435,0.28072550081212777,0.06903086085544126,0.010016242555495398,0.003789929615592853,0.013264753654574987,0.0032485110990795887,0.006226312939902545,0.009204114780725501,0.004872766648619383,0,0,0,"c(-93.630208, 42.054328)"
1038,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,12735,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,FR2,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Average,1972,1972,Hip,CompShg,MetalSd,MetalSd,None,0,Typical,CBlock,Typical,No,BLQ,2,Unf,0,264,864,GasA,Typical,Y,SBrkr,864,0,864,0,0,1,0,3,1,5,Typ,0,Detchd,Unf,2,576,Typical,Paved,216,0,0,0,0,0,No_Pool,Minimum_Wood_Wire,None,0,4,2008,COD,Normal,111250,5.04630001965297,2044.68840129677,6169.14056834876,831.803457236947,5034.27369501543,7607.36033280309,1898.50029155152,1549.33699950819,6808.42482474053,North_Ames,0.2222222222222222,0.4111111111111111,0.26944444444444443,0.09722222222222222,0,0,0,0,0,0,0,0,0,0,NA,"c(-93.624265, 42.0564348)",0.007369196757553427,0.2019159911569639,0.35666912306558585,0.22991893883566691,0.08106116433308769,0.015475313190862197,0.004421518054532056,0.012527634487840826,0.025792188651436992,0.05084745762711865,0.010316875460574797,0.0036845983787767134,0,0,0,"c(-93.624265, 42.0564348)",0.06625033939723052,0.14281835460222644,0.2812924246538148,0.19712191148520228,0.06597882161281564,0.02307901167526473,0.008688569101276133,0.004344284550638067,0.01656258484930763,0.11322291610100461,0.06353516155308173,0.017105620418137388,0,0,0,"c(-93.624265, 42.0564348)"
1039,One_Story_PUD_1946_and_Newer,Residential_High_Density,34,4060,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,TwnhsE,One_Story,Average,1998,1999,Gable,CompShg,MetalSd,MetalSd,None,0,Typical,PConc,Typical,No,GLQ,3,Unf,0,1139,1405,GasA,Excellent,Y,SBrkr,1337,0,1337,1,0,2,0,2,1,5,Typ,0,Attchd,Fin,2,511,Typical,Paved,144,68,0,0,0,0,No_Pool,No_Fence,None,0,8,2008,COD,Abnorml,181000,5.25767857486918,1849.75181614746,5987.5900650518,715.840903348128,4896.2322883791,7433.07259116655,1750.95386631719,1349.3269497095,6642.17112443589,North_Ames,0.055710306406685235,0.42896935933147634,0.34540389972144847,0.16991643454038996,0,0,0,0,0,0,0,0,0,0,NA,"c(-93.624873, 42.054693)",0,0.17355982274741508,0.38552437223042835,0.2865583456425406,0.12481536189069424,0,0,0.005908419497784343,0.0014771048744460858,0.022156573116691284,0,0,0,0,0,"c(-93.624873, 42.054693)",0.03200433957146732,0.15107133170599404,0.33197721724979656,0.22620016273393004,0.07838350962842419,0.02007051803634391,0.0067805804176837535,0.0024410089503661514,0.01600216978573366,0.07214537564415514,0.049362625440737724,0.013561160835367507,0,0,0,"c(-93.624873, 42.054693)"
1040,Two_Story_PUD_1946_and_Newer,Residential_Medium_Density,21,1680,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Briardale,Norm,Norm,Twnhs,Two_Story,Average,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,359,Typical,CBlock,Typical,No,LwQ,4,Unf,0,25,483,GasA,Typical,Y,SBrkr,483,504,987,0,1,1,1,2,1,5,Typ,0,Detchd,Unf,1,264,Typical,Paved,52,0,0,0,0,0,No_Pool,No_Fence,None,0,2,2008,WD ,Normal,103400,5.01452053875792,1515.11506637054,5609.46734106714,902.391644791616,4497.89653844364,7329.06033141004,1783.84879484053,1114.81844383406,6248.26533571617,Briardale,0.08310249307479224,0.5290858725761773,0.37119113573407203,0.01662049861495845,0,0,0,0,0,0,0,0,0,0,NA,"c(-93.628971, 42.052794)",0,0.15870683321087437,0.4548126377663483,0.29831006612784716,0.0881704628949302,0,0,0,0,0,0,0,0,0,0,"c(-93.628971, 42.052794)",5.422993492407809e-4,0.18031453362255964,0.41106290672451196,0.28524945770065074,0.08188720173535792,0.002440347071583514,8.134490238611713e-4,0.012472885032537961,0.002440347071583514,0.01193058568329718,0.009490238611713666,0.0013557483731019523,0,0,0,"c(-93.628971, 42.052794)"
1041,Two_Story_PUD_1946_and_Newer,Residential_Medium_Density,21,1680,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Briardale,Norm,Norm,Twnhs,Two_Story,Average,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,158,Typical,CBlock,Typical,No,BLQ,2,Unf,0,153,483,GasA,Typical,Y,SBrkr,483,504,987,1,0,1,1,2,1,5,Typ,0,Detchd,Unf,1,264,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,11,2008,WD ,Normal,100000,5,1554.47214775028,5676.06324661144,796.260123954427,4594.2765072825,7290.72042692257,1706.62980425765,1108.38772948117,6328.70270718632,Briardale,0.06077348066298342,0.4613259668508287,0.45027624309392267,0.027624309392265192,0,0,0,0,0,0,0,0,0,0,NA,"c(-93.627629, 42.052755)",0,0.13696612665684832,0.41531664212076586,0.31516936671575846,0.1325478645066274,0,0,0,0,0,0,0,0,0,0,"c(-93.627629, 42.052755)",0.0027218290691344584,0.17610234077299947,0.4085465432770822,0.2719107240065324,0.0819270549809472,0.007621121393576484,0.004354926510615134,0.006804572672836146,0.004354926510615134,0.014697876973326075,0.017419706042460535,0.003538377789874796,0,0,0,"c(-93.627629, 42.052755)"
